unique_hash,sentiment
71bd6f38f15fcc3882dd1a6f5556874a074616d7,0
1fb963094fa701fb10fd85952df71d3027e7d8d3,1
3b389a5928c98432d340f2151f82b6f811894d89,0
4ed2dd32e1944e8ba9e918ea453bd04c86134970,0
431110696d5a5e2c68f11f79b57b5bb4bbba84d2,0
09456abf18dca12e22e116e735b42eb1b4d720bb,0
e9ede82bfa65bb419c8ea47d30f461bafd4bbd66,0
0df386ddf7c97c67528859328fde1824a81446ff,0
dafeb019ebf37d2bd26c37f3d77f3d05a43898f0,0
62dd9116358c650d5cafb851d0546dbf1786db5b,0
c02070c996a64f08edf280fc6fd584086caae6db,0
b92de33d122a26ec11bccf9f3fa4c2a08226671a,0
83521a75c5dddef9fc15818233a81ade7e04bb15,0
7872a39892538da7cc977cc540532c01504c94df,0
cc2d342220b0082fe200c4b262231c4a7b401dbe,0
c748806627116d38e2d4d081d9206d984c1c7ab6,0
e4536beebac83095c151c712c168307805dc15f3,0
859564ba8999727acc79eb01bfab17f35b2d6c30,0
000bb4a5804eb9144d276ff3144c7eacacf56c70,0
bf648ce57a8e13d14ede02f536ecec1cce31c635,1
f056ee67fd5a2d49e7c241102be28df188ec3cb2,0
34e3387200d7db187634b28991e034d759e6b620,0
66a9ad4e2fbec7ca4c1c45e6b5af350fe52d0cd7,0
3c523df09af54d02e904d24b6e892bc02b123b56,0
fe0b268d9d5f0ad2b43d150b77c0d7baf7ab9726,0
02cca3aa4c881fd4a79eb011ed5c0674d6c41b14,0
fb12dd4a68d0d76074c4cd227130137137ed4df7,0
deacd212a3f825eea5af201cbd40ac71698e1316,0
b50b830dad1555b718183c285b83f8503b492277,0
f582a4982842ccaced55e8be5528ef49b9896674,1
2aadc7918f5a21629b0f439a082d47254e0755f7,0
05463ef7f8d40905877dcc5cb652e1e357541ec9,0
9fd02077f6b9acb84bc64756c607315a5c216e22,0
088b0d299bedfc412ddc30bf47a203fed8b08407,0
5ce8f9d312d856aa33d6780d137d6e93122b069d,0
5d299084e2e6ebb98575fb4d25126995139322e2,0
3d148b68abfcd9c312a171972d7c67c729de42d3,0
ed85b8fef966a9bfc34329e60c795f9d20952fcc,0
4cab477c8ad206dc2fcef794fa8fd17be321b1ae,1
cdb1f8b0bc1fb5a64975cbd9407236f4c128df82,0
bbba217e41801e8c1ded95d08d7748379f44642d,0
3f3e00b2a01ac77b0bed7b4ab4539c52658aa1dc,0
6060ad485aa847b435778b7300004e87793dcb57,1
5428fb715e284c06e4d5c74ffe7341c7c3f30602,0
8160c884cc357a728eb979655d2731146df121ba,0
dc6852e995be1b492cc2ab2c05305153ff0d5117,0
928bf202c9d0d6b630d749ce5302a93d26175468,0
3846ea13dc6564e1b11d57348a5cd959f2ffd504,0
c19f8362677e5e98f781468595f5b7990a9f0fd6,0
a4d075e629dff8e079df3d8681e1cf998088bce6,0
e77c5e028a736e62abbe216307ae4aea1a02224a,0
7587a545b08f38c092d519c8f4611a70d433299b,1
2e093781c2308d2eb2140dd430d19a624978d9fa,0
0ebccf167286070d363bc0ea5925de743d3087e8,0
789bf20b5de0acff3fd4e94cd15c091bff69acf3,0
f6815cf153ad6f2388f8a32b6ec9bb44cb3ca68c,0
c8c644b422c75141df3c24b269e620d2973d56d0,0
e8aff5b4804787ee162fc28da53ebc2d47a88fed,1
85d4df198fecf64d7f4ff67ffaa018aa76a5d8cc,0
4fef9e44db14120760e1803d58fded16a54b28ae,0
1f1b2200f24223238a446de2aecc06e1b93eb76d,0
eb4f97db5891eb6c532f3cec30a5968726d7d0b5,0
d601ed8d31dcf01bc0c15d280d5ae485c1d2f6a6,0
58d43065787ee101fb31493efb3e5a04b661bad9,0
f52e9869225770144eb32378c1846c3865985d17,1
9947cdc82607a00e4db0ae14f3d64b6e8d502c51,0
a41d15ca7106e9a73f256b8bf0fc1b92dc67d976,0
e9781a54c3d9d5718ac187538bb4bdf6069b07c6,0
72a009d9cccd52de300e5bbb19436d9e9fad0f88,1
3184037707f32f3b4157a8b3dd89ae0a291d4877,0
2c0515edf0e76ce063b51742d835d340473c15f5,0
efa78ef5b105fc85380977cb212bf53ee45992d8,0
783385bcb16b54fad9b92451e78b3fd4b90a3236,0
bf6aeaf0e112a1dcd7652c0e138a4e2a7d275101,0
18de7b33e8ac35668e83cb84e8ef37c11b8804a3,0
0ec9da4e6c9c633244f10edde4080d5a441bcdfd,0
72fea0978978201b3e5d88a42a5e1410d49f98ac,0
0dd7b6f4b75a8b3770e5139f06442747a0be20fc,1
2273980dd7b130ac62724f5b9bedbf93c4f712e6,0
9d4227e7647dc5916372b7fc3dee450b25cac8e6,0
18883b7dc6e87642e0a4c75c5f53df78e2168290,0
f44fb253d4798e3fa86f2bf3bba2b889e3278910,1
2fe2ab2446a49d878e38495633d53776c2aacf9c,0
2dcb90cd5b667a095f009b5d601d54271adac9d2,0
8ac335c959e44e4244db758399fcb975d141503d,0
055bf15e3c5958e7c4c552bb7b10949cea5349ad,0
001f52fa430aee74921c5b0b0698a9c3858f6be3,0
52eb15dda68b44e9d13e025239264c54008d4094,0
57484bf9749808e03e2f275bf35e82187b67b451,0
4216ccf97a10bb5bfc666aeacdafd6f669f06362,0
20d42d75751d58357d9af6ad556242786002d858,0
37bb1d42aa51f1856578adfed28c1d36c405a109,0
bce047020282dcac91ecea886400ff756869d38b,0
294ba70e6c9aee7ed0325a2ff2e2b1982dd65670,0
6cd75eefe1e00af6acacaccbf1ceb37053ea87cf,0
1519fe80c9ccc5895dae29d74d53c55b6344c5d2,0
27e37dcba7846075e737e27f4f94e33ad58fc5d3,1
5f17f01581290f0492f9934c6221284b80c4da82,0
1c542a1f7368fae5ffed31e213bcbaf9d0b1dddc,0
2c42d1c7ef073fc9aecd652a92de86e4033b2d43,0
fd5324af8f8f8ae929f093eda321d6484c3f2a6d,0
094a9217188223bb526058b0a842001e4814bbc3,0
f4915a15e3969b060153db8ae2fc49e6cb0d6d85,0
5173269c109adc87c400e53964b2e7fc9c35c99a,0
02a387d54feb7dd71be1fb181da1291639d4f5d9,0
10b1d26560f46ecfc450a0c0af2a1c439b07ec0f,0
554383e699d29ef1db8b400465c0f7e7c3118023,0
d1e44d46c1f8206195b6622b921ee2070cf44184,1
9a51c773a831f4a2dbc9a5b3e172eba85fb9c727,1
77e8c0e17f244ec57da2e9f9913e7a402f9c180b,0
2f4fc932ee465042decefb088ab35bb905abe3b6,1
6e448f4a8de805e1c482e6dcd10fa6e3bb21c0af,0
b44999ba3e50fd5e3efd483b3e350237a97fad68,0
dd895caac33485ed5a048cc27f46b36a45a35520,0
56a24bb0782e785bdc52ea87f7ba6a21dc88cad8,1
6a686effeafd59bbed7d000bbe3ec468b31f51fb,0
0117b211373c25895df2e461a965fcee13104413,0
c51fa5114871414bdf38e9c8a10f614222a2608f,0
48e807c5c3c96847ea0b8a1cc45832837bf2b565,0
faf43b554b689cfb7f41ac9d0393e37b1d5c1a58,0
18b985a3fa40838d19e60b1f714903a652b93a84,1
71a4f305d155cfd91c41163706c4a3ee2bd91345,0
3119e07768f3052de7de59766e54946627f29133,0
f3b130e65b19300afebe5883d83aa4734f6a17d3,0
1ce19e579c51b4ef8cf9efadab87b7f247b513c9,0
fbac8a07109bce7079d56a3300a1f2f67747fff7,0
3378dfa9ee785e9b0b4d243c47c96c1dca6d0874,0
d42786787ffcf0b2808bdc843cb8441bc3709339,1
bc0e3c1d9fa73bb8b00f2b3b7b0566e586668d8b,1
8fc5f1b0f7a47c132b78c8892edd6f7b0449c457,0
c76d2342df88ccb5a7b079f9baaed5a0c21df8e5,0
8fa671fe12d344404f2ac7a3dbf152706699a9d9,0
1fca0e8d66c57c618138e29fcd2c46a8819fb1ea,0
462ae33e825b61517358a7c6155ecd8857951de6,1
7329acf00fb60702b25403c9c8d781a5bf6b668f,0
6a8fce5720e2025981e9a9666484030166899350,0
1713d1c5d9301a0e289660a1a196730984e1122f,0
8e6c3d57eb6f092b38f8a6a4e8f153df6f26a613,0
e026aab0707e8a53df919fd03918943f8b651f9a,0
9523032b48a8671712d96183117f44cb52aed34f,1
c25f98ba80c31ab9d800b313c9655b2f256cdffa,0
a5e4c647217df089ffcb74c212787ac78659f931,0
d59fc38d2137f1cc59b18f4fb034e3dfc347003a,0
cb0d22263d9552fa2bf032c4717449d01ff18746,0
5bbc7764b7613c5a839b689c58675698e4f4c037,0
c00fe48916ed14b5d8eb037669ea51ae7aedc38e,0
1814ea38a9b1409d1c1e8016f9ab74f2d3d47f19,0
b98c348837dce44201444dfb9f6cdcdd1ba8e892,0
97b6d104046686f780ba4cb8f5638244a984cac0,0
e6fd300e307563fe4ca380c5d53b186d1fa2ac37,0
8decbce2ee4fb56e7dc7e9138cb70ee6caedf693,0
4277aba8757b219e8263d19bfe88687769495b1a,0
e2e0a81a7ce57314e206be91b0803c53543d1f13,1
8fdd38fcc89e89b27c0753722ac76f59b3431be5,1
7ee02f6fb9bab067afbfa8c62d9aef12e11d06d5,0
b3b89676c26eea3e65bd5a7050a834703de87940,0
a0548213f899941b23d101515617a46319a00f11,0
6bf24b3311cddc5fd91147f0cbee9e24b1f024fe,0
ed2a5f7a5415121dfbc0c231e8d9934b7473026d,0
cfb6727097b0c1a8dab637e6c848555eeb489bb2,0
4d6e9b806fce36395026a50fd6ba05bfbb45b962,0
1822de7b76bbc7df62a6a78023ece8f3286b7c3c,0
736f166c4b073099bf0bb97f843b1e20fdebebde,0
8d6e085c0264710b034a0ebd89576315b78d809b,0
a36363a8aff7a5548a4049291ff3b8571029b020,0
c752f2acf3328aac32a5a74fef57ffe33aaafdfb,0
eb9954d792718763fa569c55db7f922d378f06c4,0
ca4b473b7d8a0127d02169c13db5c7596f31cbd0,1
ca60590176db81beddbd48a44a446a79cebb8f79,0
2341057ebc9b16975a068b6fd72567bee04c8a34,0
8b8174538ddcc6e894b1b5d9579bd31eb17bd477,0
8649415dcf134da3063201db2133e9ea1f2a87b7,0
3db88b9a195de0c9cbc0fa1a0a63591ef3c12cf8,0
ea5e0ced6435f23064cd7ad4659095a1f55a5d62,0
52cde7e512f6b06c46550f3413cb549005b68fdf,1
e105ef955987bd4fff2d8ae8580fb4fc8fcaf080,0
dbd309cf4a06cf256d034911c55ee0850c11ea33,0
ca2842a2a08df1fe7c3d9e5c95f03ad37dc5154e,0
bad9c20c0d777155daba2772696c0b5f619b43dc,0
98c8f9357a210bb02190c8b456dfa1e78050137e,0
d614f145d243195ff839e551fb217fb3cc867a92,0
7fe6e72cf9cf21eb99693a24e6f20737943637b3,0
2572981d188599ba9bead57f22b216dd878c597b,0
67745dedac19c8554d4304d8dbc480f4631a7562,0
d9e62c47937695b0dcfa68992eddfc00af2d733f,0
f5ca46bb7b6c608db7930376793081b388e61e05,0
e683d577bbbd586e753daa4740db64f99b946d6f,0
73ff3249747ca0bea546a99de4c1983950694e94,1
697999d9ebf7ed987672bcb9e56a9909b9045d39,0
ac050121d8d79ecf1c30245173efbf8f283262c8,0
16e25ebb7218c1c9a566482d6d7b5e431f185f2d,0
a8c6f0d8a314e87b6bb3dce00ada3de88b58c98f,0
a8427e823ec6c6822f9ee42784deab481fa0651d,0
df70a47e6657d7cd890787ea0deadad65091053a,0
dccec47f600a5238604e1623637dd4ae30033901,0
66d4f81c4d02cde338377bce244261ab2ee1cf8e,0
5a34e06d7dd646e65e82fe9c435b4535df5ec816,0
1a0be39e6885dee686ad907205258f4a7eda806e,0
3e613fa66c5a5776cfc504ab6dd63f22d66146fe,0
06673d1d8300e0e30f96d6e9e66f66f0c52f2785,1
a36a98a0b432c550abf57efb94f3561a0e3c6dea,0
4ea970993d3bc0299f2a0e714d4dd2456b9df23a,0
38c2933c7f64c7baece34aa6c367b8a2bcb007a0,0
9b466e2056586d680d770b5fd0823ca832ee03b5,0
a78158899360d7cc33a875786d5ac6a5e4c5dfce,0
f5949b947965a3acd75b2a21ad4de405a69c2cda,0
77cd584147ec957a872d4b89c30ea09641aa3219,0
7980267506e3570b78125feac2f0708f7ccbd3af,0
ffec1518b5eded562ff4b7fa29c7bff883b094a5,0
5955d494bbb1e9b7497fa524e94b48f15550fcd4,0
eee8fe43c627f2c9b253f76c2261552dc89c0235,0
95b4de65d68282b3651f2467e6e4702bf58cba13,1
a1ebd49de713caf6bcda4295c3ba205fba398f58,0
a20883558b4667ab8ec9e44409e43aae075f295d,0
0ef14f88fd1bb872cb7ab20221818534d184f171,0
fb6f7e5dec993465053247061d8795bb811c007c,0
f41beb4d50a1b13dc11d58e4476cfa1d4289708a,0
0a782c44cfe6f0dad1586391a20e54b598d1fc04,0
e75e086a078f509949dfc7a6c1d1636c31fbb125,0
23f9e5f1cb3e546fe623994f00a49dc86822b892,0
2c7587acd59290bc3b1be48927c9ec815368f63c,0
ba4607e613bf8300e056c9f7b257e7f6b69ea575,0
830ef565ed60b44f88e1d698330f9a07c4121d3e,0
32d064c54bc65a474ee6bee207e5de37d247f43f,0
21110bb777d92085991d4d563b494d9aa1ed8ce8,0
9392570b1551c1feae0da0e1f50d73465fa498dd,0
c30f3f169f09319b76010eb56bbffa3d21cc99bb,0
a8c20e51ff6301e9c0885da2bfa06886cb7b2685,0
ac8c5a743a5b0ccf138bd7da0c00f7e3768a8b62,1
696b38962b354fef1ffefd760d9b56227b5e6d88,0
f1d4461ceefa28675d18fef1bdd085c695c59eb7,0
d4ef923a9a065e5c6e97b8ce7e7ee201489fa29d,0
e05db9f94b6e90281dab84d5738e8d2560ce4fd6,0
121cdf556cec22462f92f64ba27e4bbaff7df49f,0
6f4a5aea9d33f4a3936f5ee9198c48f05674a0be,0
ae694718557e564d8fef7acfe07b6091503561d2,0
3675fff15d2ec6d263629b596110d7471a59ae54,0
a98d382b308ccaf5b45a99ee5de1dd6b859a0537,0
66c445f2bb433e541b2703911382906f1a9172de,0
71590b2133b2b2427e23c417564725cef969a1c7,0
ec20b36818d77827060857834e97b8365da0c479,0
25f7d942397641d24cb8d3bbeb0f78e96c3c26c0,0
e7ae9fa51eee8459abcf4b5cfa7192e9409f978b,0
f77456209e034e4bd361aab4f5fae60af2b13ded,0
b99e46725c4336444b073ca523e82f2635f2c750,0
45bcff109ec3027a2f3632208b07a100ccd4438f,0
adf30ebfa9aa02bc26ea629827669da2df557121,0
4221d0f1ea3b47777b1a47841ad156a56eaebe67,0
85b1721e75e5504932c38bcb1537c5545f697cb3,1
21f2c88ffdf00f95487d2db1bdde47919654127d,0
76949ce33ec12f27671d845e51e301bf67585f81,1
e43405601aa8f2c3104d75f55873b160e65c8540,0
d63a8eabf567d35d77fa1b84d799dbec3ba2c13f,0
795242218970f003da2873cfef951af803c7f6ec,1
e200ca33286ea0c3ae10497647de7b0cda0b6457,1
162a7cc40528c9495391204d6b98a83212b4b9b8,0
3b6f418472f02c6cbe24d62b0e7662d0197aed7e,0
8713a1d2fc0d79ca966ce0af889d8aee870d6c0d,0
7815c37e3eed54a5ec842a59f38421718a0bba5a,0
4db175bcdbbedcf8d07c5dd14bf937a31649421c,0
01e7dff46f8ae0197ef0a11e225ad189d6b5b2e0,0
961c9f8ad1798b79e00d5c79e85ffdfa9bdadb23,0
5f28bc479fab8eb8a8d6b493bf4a82b85f5f80a7,0
1eb30922e4c333f47bb55112019268fbb510f9fb,0
6843d95c012f2d523880deddf69c69d278030f33,0
e99ff8f6a498bac84a1ca2905b55d2a58c4fd92b,1
0bd62c5785b3c0e725981139fc14411490675750,0
9f61faaaa6b9965eec22da162890fe84d512f618,0
ca9d39c09b85fd663707070de5d9a2096502afa1,0
e722060e7aecf8f7eedcaac1e5343bc882fa8ad7,0
98fa9c6e6b51f1a78c3476b724bfe78cb16493c5,0
9ac668737931fa90bcca295acacf2b8b042e9b8e,0
516e84232f20dadef58317553620d882a0ec5ff8,0
93332e432a8b582d134c1b8376b0485e83bffd00,0
beb9f9c5261b8f197f1aced251395e6c442581f6,0
02ab8425d76e729288991a8f4a8da5a7dcc4a91d,0
0055c7b6425386911f6dc1ab8df3d25cb1bb671b,0
328c5712c7120d4fb64516f99c3cd87743004c6a,0
effea0c9a1bb961d694be3cc9e99608723cbdcd9,0
4ba0bc5d8fce6d53ba597ec93c8eef494c6d6705,0
1fa91dd9cab8c05bf913aef7546008925069a3d5,1
f9122abe2048c5eb2f89f229d1fe1a81597c8147,0
db20ab5425ce55746df889f3eb6fda2497e69d93,0
b97008695186b2f53f7cc23288ea9d86d46eb6c3,0
ebcf6e75ab55df7c07ecb0ecb9f92301446db971,0
ec085b3b4b7638490ca249d912254cd581f0156c,0
38e4b0d11949ddb44da3509f3f3f47e58a15976a,0
1326ededf21193a196bb377d2e4f1b19ace80e4a,0
de7938ffc96ae374db043826760283c78d3aa73b,0
2782f8506430a6a07e068eb6ab48432e825b0049,0
642589781251582f829cd021f7dabbaf298837fe,0
d363d3f1a0610713dccf78c20b8bc89bf5db0fc6,0
4b81652320ce3f67446f8810069989b0fa6a9cda,0
c04683294bbda4626a441bb7fe45ced7c9765edd,1
2af3405b7b3a2223d6735f0ca61ce770f702678d,0
cf3248f72822d803feab7afc717b1e0e7ccd9e62,0
f4ff41c8ef09eb468f6fa52beb2b63ec04a0333b,0
252f3263901f82c903f433685d0f2978e2e529d4,0
6218a473e64ccff800f278c333a9a36bd958a18e,0
93ca5f0814ef2cd2a145287f2ddd366d79eaf07e,0
3ee4d0fd260ca919941dd58c5debe8388e44e6a2,0
680aaf47152d571f48e1c948634d66d2d8b26a95,0
ee6f4dda6ff54dcc4eb261369c08a6cfcbb3a7b1,0
6a255a97fe7b7bbd9e2d3d6300580be8a7585204,1
62ba518ed61a6a571765b3e2d052cf2d9b3742ad,0
daa4e9803fca5693556ac80c856aadad0e95df84,0
ff7f0d005e3cc8d528047028775462855f3e1e98,0
16efb5fe4232d4504372613b44f40e0b1a920f55,0
0dba2a1f58dd3e704fbcfbc5d03f0329c5814eaa,0
788976be87c801bfae95ef0ba91979cc0bf52cd6,0
2e36733676a78f5904e28b4937431e14c700a6cc,0
daae4bbc1104edd9588f46cd1a53db1df9be3954,0
a751637314df29e6178f658802723b0fbb91429f,0
b687fb034e74d8f3d50eb6ebf34d523816f79ae7,0
81c338fced62efe78502ba14f000973e5ba8331f,0
5b2de69d0365498e332aebb966f5a10ea672e121,0
5dfa5bb0e4c58bb81552a4f64cbe276956a819f2,0
161b990f614dfcd808d6dda24869bcbdf2a7b18c,0
b144adde21283d6fa53f246e77e52b2f87eec7cf,0
ee92be00cdeaff88595ad6b43f3edc12376366c6,0
73896d4ddbb89376ad9b6f6803110a329b3bb2d0,1
3714941c5c81f7b04053f0f35cf947b4fb531d63,0
b7048fcfaeac5dd0432aa275cd26494e1e8b8ae5,0
2f9df68da61ff1492cca9e69688856d1b1f17f9c,0
77a407e13474e74caa9dc8d01bef622013fdb2ec,0
b3fe720ede2105e58227a13bf19dedd690544ca0,0
4049385a503cc1cc2519fcf25bb1094ea9a13c79,0
dd839181f90b04399b8c54e40dd3456387dcd442,0
281ecf9a34f653be3f45487ab796bbab56025173,0
9dd92b7b799eff9de8785b65816de1e013dc2125,0
f48a8d101e9e6d20e49881d7e8da2d8927f61d04,1
629acf775e78fc5793ffae5689917aae6ce72a34,0
fa1dac5b9820aa69e1e91a712e392ff421bc745f,0
ab382ae2aae59ade6188dc6ff0429feb8ed46a58,0
39fff03845ca4e2da612b8b88781e39677fb0bab,0
db896406f8e12d89dcb06fbf727c4d63483af2f5,1
15706455bd568ac63b50f499897278022967964b,0
081c75ccd750fea39ff3a404e5c9f9a978712bd3,0
d3fb8ee77b4a9797b6bd2d793429901be168ca64,0
fbd86d3d4072df0ceec5f0d38a483b627481089a,1
f62e85f84a4fe4eb7161f0e72f16e6696202f852,0
488ad266ca15814c61ecedcc3a6c8769e4152aa0,0
b14bc3bbbc33f1c4f7c20f6e1fc952132d7843ba,1
b9e57ae4d1eff69c9d150f930035dcf11c55449f,0
a5a7904376dfaef6ba0d3a5b19c5ff093c9270b3,0
eb6e9c9fcbe8fa3b3ff41a3dfda1bdc798dbebf8,0
e02e9b96bf9808911f13ecb6fc0a0a324390982a,0
c6e75ad22e80854d25cbce88ecf6531be7d016d5,1
d8b9e3c7960102b18c63251104c75763c9f2f2ec,0
f2e659d4eff706a707cb5b686a850e3c38c58e5a,0
9eae42ac3e1f514c49ee555218a7f111c857e93c,0
d889359254be9dfb80979abfaffc02c7147c5605,0
2ec2e6cdcadc49dc9099b11ac44b29d79644bc20,0
d46ada871c512e622335b7d30d9c3671f49fcd35,0
faf2d309dbf01fa81ad56d8ad379838f3264a43d,0
b3a63ba61ba40be0c569ea1b2c7a104544f34216,0
5fdaeb82a30e5cfec6e91e4f581e5ec3fffc2345,0
0bd171001e8a81ea9851dd7c158c733721ce118e,0
a974532ec26a5d10efbf0588c4bd96d6a3a6acb4,0
26a529a3bc7bfa84d43d6e3e449f11f963f4aa90,0
9b7381113c0850ff74c8fd27a37185581fa154ad,0
7b057385e6d2c56430c80e37e854b4c0af7ef838,0
f06c273f87c032ff7791700a14493bd7758e487e,0
58d95a0b1f2db323e00e1885bcece2bde0d7eb5c,0
bd9bc5336b64365e73399df1cc72718180528a7c,0
4d6c5a6ba31b7e932564963ff66da40b7ce0e057,1
08ea5cb8c02207c7ed51f0a62217671fb8fb19c7,0
d07b78d251ec21ef2cd31deb54aee3febbcf61f0,0
3cf1befc9841475588e4c8f6a6608b20c869360c,0
67fc689b8be7b6e390813d078ff639dd2a95d40f,0
84d7cbaeff4f617050515ba4c9ed7ee4563eebde,0
b6dba0f6f2af25dc7f70580f3882bbfd2d1d8724,0
c29caa66d06d132e83e84647dda28f6a2432154a,0
4ea5bda2a5b88124a4b3bb8b8e80c9d877c3c0d7,0
28a159497c501b3d180513449d13df8dc3258c3e,0
6e505a718ac3d04ab0c4e5c34b40cca645b70417,0
2c4bd5457a40b466f27f81900b110a539a3713e8,0
517d229d05ede32a40c5da8b3cc95163034ebef6,0
a84aed1cf9d01d82211019fb041fcdad0254038b,0
8299870cdf9e994e77bec40997d9ffeb42550aa5,0
089d6c1b28d7abb86a95e2c948ba2e0210aafa0d,0
55dc93a43b96eb1fcf5d867b4e4f343d8733672d,0
4f7497e04ccbd2d6ec640cca3fdc1c09612eb2cb,0
a130be560039003ba7852e1c6ecc09c42850b91d,0
4d0f921361defb86351d0ef924948c4f1db63f11,0
d827e74edef9081de4343ceb9bd2249aac35502a,0
3b106ce8ed54b0afaddf440ffb9d55a0665aa3f6,0
1717e74cf1d7f43c40a3d041adbbc3428727cec6,0
6d1360539d7477a196aa4705754a118e12299155,0
8ea48694bef818d100bd5bc681bac670e939b307,0
14b9d8dabcf0d5bdf8a3259313f148189f068cc3,0
00efbc147704c1e7c8a91a051d21bdfb6c91a9d4,1
87e03a1adc1009d0d023887a5cc27ec1bac33b78,0
e249ab3a8e06cb2acaa5868fff46558afd8cf950,1
53961565355088a2ffede37dbc45bbe593574b8f,0
767962d44252d6634027be7b7c92a7e3ce895048,0
5073075cdb5b25403ff0690dbc7332ffa8a4074c,0
